name,position,group,club,division,based_in,division_tier,tier_quality,date_of_birth,birth_month,birth_quarter,age_(days)_on_1_july_2015,age_(months)_on_1_july_2015,age_(years)_on_1_july_2015,birth_city,nation_of_birth,birth_region,nationality,second_nationality,height_(ft_in),height_(ft),height_(in),height_(cm),weight_(kg),goals,appearances,is_top_4_tier,train_or_test
Connor Oliver,M (C),Midfielder,Blackpool,English Football League 1,ENG,ENG3,4,22/12/1982,12,2,11879,390,21,Cramlington,ENG,UK & Ireland,ENG,,,,,185,72,0,9,,
Matthew Harris,AM (RL),Forward,NaN,NaN,ENG,NONE,7,12/11/1982,11,1,11919,391,21,Southport,ENG,UK & Ireland,ENG,,,,,185,78,1,4,,
Eric Dier,"D (RC), DM",Defender,Tottenham,English Premier Division,ENG,ENG1,1,31/10/1982,10,1,11931,392,21,Cheltenham,ENG,UK & Ireland,ENG,,,,,188,63,5,71,,
Josh Windass,"M (C), AM (RLC), ST (C)",Midfielder,Accrington,English Football League 2,ENG,ENG4,5,30/10/1982,10,1,11932,392,21,Bradford,ENG,UK & Ireland,ENG,,,,,175,68,6,45,,
Adebayo Azeez,ST (C),Forward,AFC Wimbledon,English Football League 2,ENG,ENG4,5,21/09/1982,9,1,11971,393,21,Orpington,ENG,UK & Ireland,ENG,NGA,,,,183,80,10,67,,
Jordan Roberts,M/AM (L),Midfielder,Inverness CT,Scottish Premiership,SCO,SCO1,3,24/06/1982,6,4,12060,396,21,NaN,ENG,UK & Ireland,ENG,,,,,181,82,11,86,,
James Caton,M/AM (L),Midfielder,Shrewsbury,English Football League 1,ENG,ENG3,4,12/11/1981,11,1,12284,403,21,Widnes,ENG,UK & Ireland,ENG,,,,,191,74,1,7,,
Miles Storey,"AM (RC), ST (C)",Forward,Inverness CT,Scottish Premiership,SCO,SCO1,3,06/11/1981,11,1,12290,403,21,West Bromwich,ENG,UK & Ireland,ENG,,,,,181,70,7,67,,
James Husband,D (L),Defender,Middlesbrough,English Football League Championship,ENG,ENG2,3,10/02/1981,2,2,12559,412,21,Leeds,ENG,UK & Ireland,ENG,,,,,178,64,4,72,,
Bradley Dack,M/AM (C),Midfielder,Gillingham,English Football League 1,ENG,ENG3,4,28/11/1980,11,1,12633,415,21,London,ENG,UK & Ireland,ENG,,,,,176,73,16,86,,
Tyrone Marsh,ST (C),Forward,Torquay,NaN,ENG,NONE,7,18/11/1980,11,1,12643,415,21,Bedford,ENG,UK & Ireland,ENG,,,,,180,80,18,56,,
Alex Brister,D (R),Defender,NaN,NaN,ENG,NONE,7,27/05/1980,5,3,12818,421,21,Epsom,ENG,UK & Ireland,ENG,,,,,183,77,2,10,,
Matt Ingram,GK,Goalkeeper,Wycombe,English Football League 2,ENG,ENG4,5,19/03/1980,3,3,12887,423,21,High Wycombe,ENG,UK & Ireland,ENG,,,,,191,78,0,121,,
Jed Wallace,M/AM (RC),Midfielder,Wolves,English Football League Championship,ENG,ENG2,3,03/11/1979,11,1,13024,427,21,Reading,ENG,UK & Ireland,ENG,,,,,178,69,35,127,,
Josh Vela,M (C),Midfielder,Bolton,English Football League Championship,ENG,ENG2,3,15/10/1979,10,1,13043,428,21,Salford,ENG,UK & Ireland,ENG,,,,,182,73,0,43,,
Tom Hopper,ST (C),Forward,Scunthorpe,English Football League 1,ENG,ENG3,4,27/03/1979,3,3,13245,435,21,Boston,ENG,UK & Ireland,ENG,,,,,186,76,7,36,,
Ryan Woods,"D (R), DM, M (C)",Defender,Brentford,English Football League Championship,ENG,ENG2,3,19/03/1979,3,3,13253,435,21,Cannock,ENG,UK & Ireland,ENG,,,,,173,58,1,91,,
Zeli Ismail,"M (R), AM (RL)",Midfielder,Burton,English Football League 1,ENG,ENG3,4,21/03/1978,3,3,13616,447,21,Kukës,ENG,Eastern Europe,ENG,ALB,,,,173,75,7,45,,
Quade Taylor,D (C),Defender,Bolton,English Football League Championship,ENG,ENG2,3,18/05/1977,5,3,13923,457,21,NaN,ENG,UK & Ireland,ENG,,,,,191,70,1,10,,
Danny Rose,ST (C),Forward,Bury,English Football League 1,ENG,ENG3,4,14/03/1975,3,3,14719,483,21,Barnsley,ENG,UK & Ireland,ENG,,,,,173,58,17,59,,
Ashley Harris,ST (C),Forward,NaN,NaN,ENG,NONE,7,15/07/1973,7,4,15326,503,21,Havant,ENG,UK & Ireland,ENG,,,,,173,64,3,43,,
Joel Dixon,GK,Goalkeeper,Barrow,NaN,ENG,NONE,7,09/12/1993,12,2,7874,258,21,Middlesbrough,ENG,UK & Ireland,ENG,,,,,187,82,0,27,,
Jordan Obita,D/WB/M/AM (L),Defender,Reading,English Football League Championship,ENG,ENG2,3,08/12/1993,12,2,7875,258,21,Oxford,ENG,UK & Ireland,ENG,NGA,,,,181,74,5,104,,
Ross Barkley,M/AM (C),Midfielder,Everton,English Premier Division,ENG,ENG1,1,24/11/1993,11,1,7889,259,21,Liverpool,ENG,UK & Ireland,ENG,NGA,,,,189,76,12,93,,
Steven Hewitt,"DM, M (C)",Midfielder,Burnley,English Football League Championship,ENG,ENG2,3,20/11/1993,11,1,7893,259,21,Manchester,ENG,UK & Ireland,ENG,,,,,171,59,1,17,,
Ben Nugent,D (C),Defender,Crewe,English Football League 1,ENG,ENG3,4,12/11/1993,11,1,7901,259,21,Welwyn Garden City,ENG,UK & Ireland,ENG,,,,,194,83,2,46,,
Kyle de Silva,AM (C),Forward,Notts Co,English Football League 2,ENG,ENG4,5,30/10/1993,10,1,7914,260,21,Croydon,ENG,UK & Ireland,ENG,,,,,178,72,0,7,,
Joe Pigott,ST (C),Forward,Southend,English Football League 1,ENG,ENG3,4,27/10/1993,10,1,7917,260,21,Maidstone,ENG,UK & Ireland,ENG,,,,,188,84,16,65,,
Jordan Wynter,"DM, M (RC)",Midfielder,Cheltenham,NaN,ENG,NONE,7,13/10/1993,10,1,7931,260,21,Romford,ENG,UK & Ireland,ENG,JAM,,,,186,77,1,19,,
Dominic Vose,AM (RLC),Forward,Wrexham,NaN,ENG,NONE,7,13/10/1993,10,1,7931,260,21,London,ENG,UK & Ireland,ENG,,,,,173,71,6,61,,
Corby Moore,M/AM (C),Midfielder,Forest Green,NaN,ENG,NONE,7,06/10/1993,10,1,7938,260,21,Bournemouth,ENG,UK & Ireland,ENG,,,,,173,64,0,12,,
Aaron Phillips,D/WB (R),Defender,Coventry,English Football League 1,ENG,ENG3,4,22/09/1993,9,1,7952,261,21,Warwick,ENG,UK & Ireland,ENG,,,,,168,67,5,66,,
Jordan Gibbons,D/WB/M (R),Defender,Yeovil,English Football League 2,ENG,ENG4,5,18/09/1993,9,1,7956,261,21,Bromley,ENG,UK & Ireland,ENG,,,,,178,69,0,1,,
Bayan Fenwick,M (C),Midfielder,Torquay,NaN,ENG,NONE,7,09/09/1993,9,1,7965,261,21,NaN,ENG,UK & Ireland,ENG,,,,,181,78,1,24,,
Connor Ruane,D/WB (L),Defender,Hércules,NaN,ESP,NONE,7,03/09/1993,9,1,7971,261,21,Manchester,ENG,UK & Ireland,ENG,,,,,178,64,4,49,,
Terry Kennedy,D (C),Defender,Sheff Utd,English Football League 1,ENG,ENG3,4,14/07/1993,7,4,8022,263,21,Barnsley,ENG,UK & Ireland,ENG,,,,,181,78,0,18,,
Rob Ramshaw,M/AM (C),Midfielder,Gateshead,NaN,ENG,NONE,7,17/03/1993,3,3,8141,267,21,Durham,ENG,UK & Ireland,ENG,,,,,178,74,9,75,,
Matt Robinson,M (C),Midfielder,Luton,English Football League 2,ENG,ENG4,5,17/02/1993,2,2,8169,268,21,Leicester,ENG,UK & Ireland,ENG,,,,,188,80,3,53,,
Reece Thompson,ST (C),Forward,York,English Football League 2,ENG,ENG4,5,19/01/1993,1,2,8198,269,21,Worksop,ENG,UK & Ireland,ENG,,,,,173,68,31,58,,
Jamaal Lascelles,D (C),Defender,Newcastle,English Premier Division,ENG,ENG1,1,09/01/1993,1,2,8208,269,21,Derby,ENG,UK & Ireland,ENG,,,,,191,84,4,65,,
Andy Kellett,D/WB/AM (L),Defender,Wigan,English Football League 1,ENG,ENG3,4,07/01/1993,1,2,8210,269,21,Bolton,ENG,UK & Ireland,ENG,,,,,171,65,1,16,,
Joe Davis,D (C),Defender,Leicester,English Premier Division,ENG,ENG1,1,18/12/1992,12,2,8230,270,21,Burnley,ENG,UK & Ireland,ENG,,,,,183,73,0,26,,
Mitch Hancox,D (L),Defender,Birmingham,English Football League Championship,ENG,ENG2,3,06/12/1992,12,2,8242,270,21,Solihull,ENG,UK & Ireland,ENG,,,,,178,71,0,33,,
Reece James,D (L),Defender,Wigan,English Football League 1,ENG,ENG3,4,22/11/1992,11,1,8256,271,21,Bacup,ENG,UK & Ireland,ENG,,,,,171,67,1,14,,
Matt Partridge,D (C),Defender,Newport Co,English Football League 2,ENG,ENG4,5,19/11/1992,11,1,8259,271,21,Thatcham,ENG,UK & Ireland,ENG,,,,,191,84,4,34,,
Josh Wakefield,M (RC),Midfielder,Bournemouth,English Premier Division,ENG,ENG1,1,26/10/1992,10,1,8283,272,21,Newport (Isle of Wight),ENG,UK & Ireland,ENG,,,,,180,73,4,41,,
Jeffrey Monakana,M/AM (RL),Midfielder,Brighton,English Football League Championship,ENG,ENG2,3,26/10/1992,10,1,8283,272,21,London,ENG,UK & Ireland,ENG,,,,,177,67,5,70,,
George Long,GK,Goalkeeper,Sheff Utd,English Football League 1,ENG,ENG3,4,25/10/1992,10,1,8284,272,21,Sheffield,ENG,UK & Ireland,ENG,,,,,183,79,0,88,,
Mal Benning,D/WB/M (L),Defender,Mansfield,English Football League 2,ENG,ENG4,5,23/10/1992,10,1,8286,272,21,West Bromwich,ENG,UK & Ireland,ENG,IND,,,,178,77,2,54,,
Jadan Hall,M/AM (R),Midfielder,NaN,NaN,ENG,NONE,7,19/10/1992,10,1,8290,272,21,Manchester,ENG,UK & Ireland,ENG,,,,,183,77,0,8,,
Sam Patterson,D (R),Defender,Shrewsbury,English Football League 1,ENG,ENG3,4,07/10/1992,10,1,8302,272,21,Pontefract,ENG,UK & Ireland,ENG,,,,,181,76,1,17,,
Conor Thomas,M (C),Midfielder,Coventry,English Football League 1,ENG,ENG3,4,05/10/1992,10,1,8304,272,21,Coventry,ENG,UK & Ireland,ENG,,,,,186,73,1,97,,
Jake Weekes,GK,Goalkeeper,NaN,NaN,ENG,NONE,7,19/09/1992,9,1,8320,273,21,Sutton,ENG,UK & Ireland,ENG,,,,,189,86,0,16,,
Rakish Bingham,ST (C),Forward,Hartlepool,English Football League 2,ENG,ENG4,5,28/08/1992,8,4,8342,274,21,London,ENG,UK & Ireland,ENG,,,,,183,77,7,48,,
Danny Whitehead,"M/AM (C), ST (C)",Midfielder,Macclesfield,NaN,ENG,NONE,7,15/07/1992,7,4,8386,275,21,Manchester,ENG,UK & Ireland,ENG,,,,,179,69,6,62,,
Josh Ruffels,M (C),Midfielder,Oxford,English Football League 2,ENG,ENG4,5,13/04/1992,4,3,8479,278,21,Oxford,ENG,UK & Ireland,ENG,,,,,178,75,1,63,,
Gael Bigirimana,M (C),Midfielder,Newcastle,English Premier Division,ENG,ENG1,1,09/03/1992,3,3,8514,279,21,Bujumbura,ENG,East Africa,ENG,BDI,,,,173,69,1,39,,
Marcus Carver,ST (C),Forward,Accrington,English Football League 2,ENG,ENG4,5,17/02/1992,2,2,8535,280,21,Blackburn,ENG,UK & Ireland,ENG,,,,,181,75,2,49,,
Bradley Goldberg,ST (C),Forward,Bromley,NaN,ENG,NONE,7,02/02/1992,2,2,8550,280,21,Bromley,ENG,UK & Ireland,ENG,,,,,168,71,39,111,,
Rob Hall,M/AM (RL),Midfielder,MK Dons,English Football League Championship,ENG,ENG2,3,22/01/1992,1,2,8561,281,21,Aylesbury,ENG,UK & Ireland,ENG,,,,,173,66,9,70,,
Callum Howe,D (C),Defender,Lincoln,NaN,ENG,NONE,7,03/01/1992,1,2,8580,281,21,Doncaster,ENG,UK & Ireland,ENG,,,,,186,73,5,51,,
Jared Sims,"M/AM (C), ST (C)",Midfielder,NaN,NaN,ENG,NONE,7,05/12/1991,12,2,8609,282,21,Truro,ENG,UK & Ireland,ENG,,,,,178,68,0,3,,
Sean Grace,D (C),Defender,NaN,NaN,ENG,NONE,7,29/10/1991,10,1,8646,284,21,Enfield,ENG,UK & Ireland,ENG,,,,,179,75,0,4,,
Jack Barthram,D/WB (R),Defender,Cheltenham,NaN,ENG,NONE,7,04/10/1991,10,1,8671,284,21,London,ENG,UK & Ireland,ENG,,,,,173,65,0,16,,
Jordan Tunnicliffe,D (C),Defender,Kidderminster,NaN,ENG,NONE,7,07/09/1991,9,1,8698,285,21,Nuneaton,ENG,UK & Ireland,ENG,,,,,186,80,3,32,,
James Dale,M (RL),Midfielder,Brechin,Scottish League 1,SCO,SCO3,6,29/08/1991,8,4,8707,286,21,NaN,ENG,UK & Ireland,ENG,,,,,171,77,3,55,,
Max Kretzschmar,M/AM (C),Midfielder,Wycombe,English Football League 2,ENG,ENG4,5,19/06/1991,6,4,8778,288,21,Kingston upon Thames,ENG,UK & Ireland,ENG,,,,,174,71,6,51,,
Joe Ralls,M (C),Midfielder,Cardiff,English Football League Championship,ENG,ENG2,3,11/05/1991,5,3,8817,289,21,Aldershot,ENG,UK & Ireland,ENG,,,,,178,70,7,79,,
Jayden Stockley,ST (C),Forward,Portsmouth,English Football League 2,ENG,ENG4,5,27/04/1991,4,3,8831,290,21,Poole,ENG,UK & Ireland,ENG,,,,,188,80,22,98,,
JJ Hooper,ST (C),Forward,Port Vale,English Football League 1,ENG,ENG3,4,09/03/1991,3,3,8880,291,21,London,ENG,UK & Ireland,ENG,,,,,186,83,19,49,,
Ryan Edwards,D (C),Defender,Morecambe,English Football League 2,ENG,ENG4,5,23/02/1991,2,2,8894,292,21,Liverpool,ENG,UK & Ireland,ENG,,,,,181,82,0,75,,
Josh Rees,M (RC),Midfielder,Nottm Forest,English Football League Championship,ENG,ENG2,3,25/01/1991,1,2,8923,293,21,Hemel Hempstead,ENG,UK & Ireland,ENG,,,,,176,77,1,9,,
Charlie Joyce,M (C),Midfielder,Southport,NaN,ENG,NONE,7,30/12/1990,12,2,8949,294,21,Liverpool,ENG,UK & Ireland,ENG,,,,,176,70,2,47,,
Reece Hands,M (C),Midfielder,NaN,NaN,ENG,NONE,7,16/12/1990,12,2,8963,294,21,Rotherham,ENG,UK & Ireland,ENG,,,,,186,78,4,17,,
Tom Platt,"DM, M (C)",Midfielder,York,English Football League 2,ENG,ENG4,5,08/12/1990,12,2,8971,294,21,Pontefract,ENG,UK & Ireland,ENG,,,,,186,82,9,71,,
Nathan Buddle,D (C),Defender,Gateshead,NaN,ENG,NONE,7,10/11/1990,11,1,8999,295,21,Ashington,ENG,UK & Ireland,ENG,,,,,191,88,5,69,,
Johnny Margetts,ST (C),Forward,Tranmere,NaN,ENG,NONE,7,29/10/1990,10,1,9011,296,21,Doncaster,ENG,UK & Ireland,ENG,,,,,186,80,10,14,,
Jamie Spencer,ST (C),Forward,Kidderminster,NaN,ENG,NONE,7,29/09/1990,9,1,9041,297,21,Solihull,ENG,UK & Ireland,ENG,,,,,180,75,0,8,,
Joe Bunney,"AM (RL), ST (C)",Forward,Rochdale,English Football League 1,ENG,ENG3,4,04/09/1990,9,1,9066,297,21,Manchester,ENG,UK & Ireland,ENG,,,,,191,74,21,73,,
Marcus Maddison,AM (RLC),Forward,Peterborough,English Football League 1,ENG,ENG3,4,24/07/1990,7,4,9108,299,21,Durham,ENG,UK & Ireland,ENG,,,,,181,71,21,65,,
Jordan Clark,AM (RC),Forward,Shrewsbury,English Football League 1,ENG,ENG3,4,10/02/1990,2,2,9272,304,21,Barnsley,ENG,UK & Ireland,ENG,,,,,183,73,4,49,,
Jake Fowler,"AM (RLC), ST (C)",Forward,NaN,NaN,ENG,NONE,7,21/01/1990,1,2,9292,305,21,Sunderland,ENG,UK & Ireland,ENG,,,,,178,74,0,4,,
Ben Heneghan,D (RC),Defender,Chester,NaN,ENG,NONE,7,06/11/1989,11,1,9368,307,21,Salford,ENG,UK & Ireland,ENG,IRL,,,,194,70,5,38,,
Charlie Taylor,D/WB (L),Defender,Leeds,English Football League Championship,ENG,ENG2,3,12/09/1989,9,1,9423,309,21,York,ENG,UK & Ireland,ENG,,,,,176,70,2,68,,
Charles Banya,"M (L), AM (LC)",Midfielder,NaN,NaN,ENG,NONE,7,29/06/1989,6,4,9498,312,21,London,ENG,UK & Ireland,ENG,,,,,170,61,1,26,,
Joe Bryan,D/WB/M (L),Defender,Bristol City,English Football League Championship,ENG,ENG2,3,17/03/1989,3,3,9602,315,21,Bristol,ENG,UK & Ireland,ENG,SCO,,,,171,72,10,89,,
Todd Kane,D (R),Defender,NEC,Eredivisie,NED,NED1,2,14/02/1989,2,2,9633,316,21,Cambridge,ENG,UK & Ireland,ENG,SCO,,,,180,70,3,57,,
Sam Byram,D/M (R),Defender,Leeds,English Football League Championship,ENG,ENG2,3,07/01/1989,1,2,9671,317,21,York,ENG,UK & Ireland,ENG,,,,,181,73,6,108,,
Omari Sterling-James,AM (R),Forward,Oxford City,NaN,ENG,NONE,7,28/11/1988,11,1,9711,319,21,Birmingham,ENG,UK & Ireland,ENG,,,,,176,64,1,22,,
Wes York,"AM (R), ST (C)",Forward,Wrexham,NaN,ENG,NONE,7,24/10/1988,10,1,9746,320,21,Leicester,ENG,UK & Ireland,ENG,,,,,173,68,20,151,,
Louis Bruce,D (R),Defender,Frickley,NaN,ENG,NONE,7,12/10/1988,10,1,9758,320,21,Beverley,ENG,UK & Ireland,ENG,,,,,177,73,0,47,,
Alex Wynter,"D (RLC), WB (R)",Defender,Colchester,English Football League 1,ENG,ENG3,4,11/10/1988,10,1,9759,320,21,London,ENG,UK & Ireland,ENG,JAM,,,,183,84,1,52,,
Will Vaulks,"D (R), DM, M (C)",Defender,Falkirk,Scottish Championship,SCO,SCO2,6,10/10/1988,10,1,9760,320,21,NaN,ENG,UK & Ireland,ENG,,,,,181,70,4,73,,
Matthew Challoner,D/WB (R),Defender,Southport,NaN,ENG,NONE,7,04/10/1988,10,1,9766,320,21,Blackburn,ENG,UK & Ireland,ENG,,,,,176,75,0,48,,
Adam Drury,M/AM (R),Midfielder,NaN,NaN,ENG,NONE,7,23/08/1988,8,4,9808,322,21,Grimsby,ENG,UK & Ireland,ENG,,,,,173,68,3,24,,
Jordan Goddard,M (C),Midfielder,AFC Telford,NaN,ENG,NONE,7,21/07/1988,7,4,9841,323,21,Wolverhampton,ENG,UK & Ireland,ENG,,,,,177,71,12,56,,
Kevin Stewart,"D (RLC), M (C)",Defender,Swindon,English Football League 1,ENG,ENG3,4,18/07/1988,7,4,9844,323,21,Enfield,ENG,UK & Ireland,ENG,,,,,171,73,3,15,,
Lloyd Allinson,GK,Goalkeeper,Huddersfield,English Football League Championship,ENG,ENG2,3,01/06/1988,6,4,9891,325,21,Rothwell (West Yorkshire),ENG,UK & Ireland,ENG,,,,,188,84,0,14,,
Dominic Poleon,"AM (RL), ST (C)",Forward,Oldham,English Football League 1,ENG,ENG3,4,31/03/1988,3,3,9953,327,21,London,ENG,UK & Ireland,ENG,LCA,,,,179,82,9,78,,
Patrick Bamford,"AM (R), ST (C)",Forward,Crystal Palace,English Premier Division,ENG,ENG1,1,25/01/1988,1,2,10019,329,21,Grantham,ENG,UK & Ireland,ENG,IRL,,,,189,81,43,98,,
Scott Harrison,D (C),Defender,Hartlepool,English Football League 2,ENG,ENG4,5,22/11/1987,11,1,10083,331,21,Middlesbrough,ENG,UK & Ireland,ENG,,,,,188,81,1,52,,
Niall Thompson,M/AM (R),Midfielder,NaN,NaN,ENG,NONE,7,27/10/1987,10,1,10109,332,21,Derby,ENG,UK & Ireland,ENG,,,,,173,64,0,33,,
Osayamen Osawe,"M/AM (L), ST (C)",Midfielder,Halle,NaN,GER,NONE,7,25/10/1987,10,1,10111,332,21,NaN,ENG,UK & Ireland,ENG,,,,,181,73,13,77,,
Curtis Thompson,"WB (R), M (RC)",Defender,Notts Co,English Football League 2,ENG,ENG4,5,04/10/1987,10,1,10132,332,21,Nottingham,ENG,UK & Ireland,ENG,,,,,178,77,0,46,,
Tom Anderson,D (C),Defender,Burnley,English Football League Championship,ENG,ENG2,3,05/08/1987,8,4,10192,334,21,Burnley,ENG,UK & Ireland,ENG,,,,,194,71,1,43,,
Jack Robinson,D (L),Defender,Q.P.R.,English Football League Championship,ENG,ENG2,3,12/05/1987,5,3,10277,337,21,Warrington,ENG,UK & Ireland,ENG,,,,,180,64,0,79,,
Tom Nichols,ST (C),Forward,Exeter,English Football League 2,ENG,ENG4,5,26/04/1987,4,3,10293,338,21,Taunton,ENG,UK & Ireland,ENG,,,,,178,68,34,107,,
Darren Holden,D/WB (L),Defender,Ross County,Scottish Premiership,SCO,SCO1,3,10/04/1987,4,3,10309,338,21,NaN,ENG,UK & Ireland,ENG,RSA,,,,181,70,0,58,,
Jamie Stephens,GK,Goalkeeper,Barnet,English Football League 2,ENG,ENG4,5,19/03/1987,3,3,10331,339,21,WottonNaNunderNaNEdge,ENG,UK & Ireland,ENG,,,,,183,70,0,28,,
George Moncur,M (C),Midfielder,Colchester,English Football League 1,ENG,ENG3,4,02/01/1987,1,2,10407,341,21,Swindon,ENG,UK & Ireland,ENG,,,,,179,82,8,46,,
James Bolton,D (RC),Defender,FC Halifax,NaN,ENG,NONE,7,23/11/1986,11,1,10447,343,21,NaN,ENG,UK & Ireland,ENG,,,,,180,75,9,80,,
Reuben Noble-Lazarus,"M (RL), AM (L)",Midfielder,Rochdale,English Football League 1,ENG,ENG3,4,17/11/1986,11,1,10453,343,21,Huddersfield,ENG,UK & Ireland,ENG,,,,,178,86,5,80,,
Alex Oxlade-Chamberlain,"M (RC), AM (RLC)",Midfielder,Arsenal,English Premier Division,ENG,ENG1,1,22/10/1986,10,1,10479,344,21,Portsmouth,ENG,UK & Ireland,ENG,JAM,,,,181,70,15,107,,
Raajan Gill,GK,Goalkeeper,Romulus,NaN,ENG,NONE,7,05/10/1986,10,1,10496,344,21,Birmingham,ENG,UK & Ireland,ENG,IND,,,,183,63,0,1,,
Will Norris,GK,Goalkeeper,Braintree,NaN,ENG,NONE,7,01/10/1986,10,1,10500,345,21,NaN,ENG,UK & Ireland,ENG,,,,,188,81,0,78,,
Brennan Dickenson,WB/M/AM (L),Defender,Gillingham,English Football League 1,ENG,ENG3,4,02/07/1986,7,4,10591,347,21,Bournemouth,ENG,UK & Ireland,ENG,,,,,184,80,21,121,,
Saido Berahino,"AM (RC), ST (C)",Forward,West Brom,English Premier Division,ENG,ENG1,1,22/06/1986,6,4,10601,348,21,NaN,ENG,UK & Ireland,ENG,BDI,,,,180,83,31,103,,
Matty Pearson,"D (RLC), DM, M (C)",Defender,Accrington,English Football League 2,ENG,ENG4,5,15/04/1986,4,3,10669,350,21,Keighley,ENG,UK & Ireland,ENG,,,,,191,72,5,112,,
Matt Palmer,M (C),Midfielder,Burton,English Football League 1,ENG,ENG3,4,17/12/1985,12,2,10788,354,21,Derby,ENG,UK & Ireland,ENG,,,,,178,79,4,75,,
Moses Odubajo,D/WB/M/AM (R),Defender,Hull,English Football League Championship,ENG,ENG2,3,17/10/1985,10,1,10849,356,21,London,ENG,UK & Ireland,ENG,NGA,,,,177,72,19,147,,
Paul McCallum,ST (C),Forward,Leyton Orient,English Football League 2,ENG,ENG4,5,07/05/1985,5,3,11012,361,21,London,ENG,UK & Ireland,ENG,,,,,191,66,16,46,,
Harry Kane,ST (C),Forward,Tottenham,English Premier Division,ENG,ENG1,1,23/01/1985,1,2,11116,365,21,London,ENG,UK & Ireland,ENG,IRL,,,,190,83,38,101,,
Max Power,M (C),Midfielder,Wigan,English Football League 1,ENG,ENG3,4,16/09/1984,9,1,11245,369,21,Birkenhead,ENG,UK & Ireland,ENG,,,,,181,78,12,109,,
Alie Sesay,D (C),Defender,Leicester,English Premier Division,ENG,ENG1,1,14/09/1984,9,1,11247,369,21,Enfield,ENG,UK & Ireland,ENG,SLE,,,,183,75,0,3,,
David Mellor,"D (L), M (C)",Defender,Barrow,NaN,ENG,NONE,7,13/05/1984,5,3,11371,373,21,Oldham,ENG,UK & Ireland,ENG,,,,,181,74,2,63,,
Jordan Cox,ST (C),Forward,Braintree,NaN,ENG,NONE,7,22/04/1984,4,3,11392,374,21,NaN,ENG,UK & Ireland,ENG,,,,,190,74,12,54,,
Ryan Watson,M/AM (RC),Midfielder,Northampton,English Football League 2,ENG,ENG4,5,07/02/1984,2,2,11467,376,21,Crewe,ENG,UK & Ireland,ENG,,,,,185,73,0,5,,
Tom Barkhuizen,"AM (R), ST (C)",Forward,Morecambe,English Football League 2,ENG,ENG4,5,29/01/1984,1,2,11476,377,21,Blackpool,ENG,UK & Ireland,ENG,,,,,181,70,13,77,,
Chuks Aneke,M/AM (C),Midfielder,Zulte Waregem,Belgian Pro League,BEL,BEL1,3,31/10/1983,10,1,11566,380,21,London,ENG,UK & Ireland,ENG,NGA,,,,188,93,23,113,,
Charlie l'Anson,D (C),Defender,NaN,NaN,ESP,NONE,7,02/09/1983,9,1,11625,381,22,Luton,ENG,UK & Ireland,ENG,,,,,181,76,6,86,,
Jack Baldwin,"D (C), DM",Defender,Peterborough,English Football League 1,ENG,ENG3,4,23/03/1983,3,3,11788,387,22,Barking,ENG,UK & Ireland,ENG,,,,,186,70,4,99,,
Jermaine Hylton,ST (C),Forward,Swindon,English Football League 1,ENG,ENG3,4,23/03/1983,3,3,11788,387,22,Birmingham,ENG,UK & Ireland,ENG,,,,,178,66,1,11,,
Jak Alnwick,GK,Goalkeeper,Port Vale,English Football League 1,ENG,ENG3,4,23/01/1983,1,2,11847,389,22,NaN,ENG,UK & Ireland,ENG,,,,,188,83,0,13,,
Lewis Hawkins,M (C),Midfielder,Hartlepool,English Football League 2,ENG,ENG4,5,16/01/1983,1,2,11854,389,22,Middlesbrough,ENG,UK & Ireland,ENG,,,,,181,80,0,19,,
Sanmi Odelusi,ST (C),Forward,Wigan,English Football League 1,ENG,ENG3,4,22/12/1982,12,2,11879,390,22,Dagenham,ENG,UK & Ireland,ENG,NGA,,,,181,75,3,25,,
Luke Williams,"AM (RLC), ST (C)",Forward,Scunthorpe,English Football League 1,ENG,ENG3,4,12/11/1982,11,1,11919,391,22,Middlesbrough,ENG,UK & Ireland,ENG,IRL,,,,174,70,6,54,,
Kadeem Harris,M/AM (RL),Midfielder,Cardiff,English Football League Championship,ENG,ENG2,3,31/10/1982,10,1,11931,392,22,London,ENG,UK & Ireland,ENG,,,,,176,67,2,45,,
Luke Norris,ST (C),Forward,Gillingham,English Football League 1,ENG,ENG3,4,30/10/1982,10,1,11932,392,22,NaN,ENG,UK & Ireland,ENG,,,,,185,85,17,73,,
Daniel Bentley,GK,Goalkeeper,Southend,English Football League 1,ENG,ENG3,4,28/09/1982,9,1,11964,393,22,Basildon,ENG,UK & Ireland,ENG,,,,,194,73,0,102,,
John Goddard,M (C),Midfielder,Woking,NaN,ENG,NONE,7,21/09/1982,9,1,11971,393,22,Sandhurst,ENG,UK & Ireland,ENG,,,,,178,75,9,115,,
George Saville,M (C),Midfielder,Wolves,English Football League Championship,ENG,ENG2,3,24/06/1982,6,4,12060,396,22,Camberley,ENG,UK & Ireland,ENG,,,,,183,74,4,55,,
Alex Lacey,D (C),Defender,Yeovil,English Football League 2,ENG,ENG4,5,12/11/1981,11,1,12284,403,22,Milton Keynes,ENG,UK & Ireland,ENG,,,,,188,81,4,86,,
Jake Reeves,"DM, M (C)",Midfielder,AFC Wimbledon,English Football League 2,ENG,ENG4,5,06/11/1981,11,1,12290,403,22,London,ENG,UK & Ireland,ENG,,,,,173,70,3,74,,
